IBGE,IBGE7,UF,Município,Região,População 2020,Capital,Diário Oficial público?,Disponível desde (data),Link para o DO,Formato,Navegação
313310,3133105,MG,Itanhandu,Região Sudeste,15423,,,,,,
313320,3133204,MG,Itanhomi,Região Sudeste,12244,,,,,,
313330,3133303,MG,Itaobim,Região Sudeste,21029,,,,,,
313340,3133402,MG,Itapagipe,Região Sudeste,15379,,,,,,
313350,3133501,MG,Itapecerica,Região Sudeste,21761,,,,,,
313360,3133600,MG,Itapeva,Região Sudeste,9881,,,,,,
313370,3133709,MG,Itatiaiuçu,Região Sudeste,11252,,,,,,
313375,3133758,MG,Itaú de Minas,Região Sudeste,16199,,,,,,
313380,3133808,MG,Itaúna,Região Sudeste,93847,,,,,,
313390,3133907,MG,Itaverava,Região Sudeste,5369,,,,,,
313400,3134004,MG,Itinga,Região Sudeste,15022,,,,,,
313410,3134103,MG,Itueta,Região Sudeste,6063,,,,,,
313420,3134202,MG,Ituiutaba,Região Sudeste,105255,,,,,,
313430,3134301,MG,Itumirim,Região Sudeste,6000,,,,,,
313440,3134400,MG,Iturama,Região Sudeste,39690,,,,,,
313450,3134509,MG,Itutinga,Região Sudeste,3768,,,,,,
313460,3134608,MG,Jaboticatubas,Região Sudeste,20418,,,,,,
313470,3134707,MG,Jacinto,Região Sudeste,12323,,,,,,
313480,3134806,MG,Jacuí,Região Sudeste,7691,,,,,,
313490,3134905,MG,Jacutinga,Região Sudeste,26264,,,,,,
313500,3135001,MG,Jaguaraçu,Região Sudeste,3142,,,,,,
313505,3135050,MG,Jaíba,Região Sudeste,39388,,,,,,
313507,3135076,MG,Jampruca,Região Sudeste,5429,,,,,,
313510,3135100,MG,Janaúba,Região Sudeste,72018,,,,,,
313520,3135209,MG,Januária,Região Sudeste,67852,,,,,,
313530,3135308,MG,Japaraíba,Região Sudeste,4384,,,,,,
313535,3135357,MG,Japonvar,Região Sudeste,7982,,,,,,
313540,3135407,MG,Jeceaba,Região Sudeste,4852,,,,,,
313545,3135456,MG,Jenipapo de Minas,Região Sudeste,7738,,,,,,
313550,3135506,MG,Jequeri,Região Sudeste,12315,,,,,,
313560,3135605,MG,Jequitaí,Região Sudeste,7468,,,,,,
313570,3135704,MG,Jequitibá,Região Sudeste,5207,,,,,,
313580,3135803,MG,Jequitinhonha,Região Sudeste,25474,,,,,,
313590,3135902,MG,Jesuânia,Região Sudeste,4780,,,,,,
313600,3136009,MG,Joaíma,Região Sudeste,15455,,,,,,
313610,3136108,MG,Joanésia,Região Sudeste,4476,,,,,,
313620,3136207,MG,João Monlevade,Região Sudeste,80416,,,,,,
313630,3136306,MG,João Pinheiro,Região Sudeste,47726,,,,,,
313640,3136405,MG,Joaquim Felício,Região Sudeste,4727,,,,,,
313650,3136504,MG,Jordânia,Região Sudeste,10842,,,,,,
313652,3136520,MG,José Gonçalves de Minas,Região Sudeste,4487,,,,,,
313655,3136553,MG,José Raydan,Região Sudeste,5050,,,,,,
313657,3136579,MG,Josenópolis,Região Sudeste,4889,,,,,,
313660,3136603,MG,Nova União,Região Sudeste,5732,,,,,,
313665,3136652,MG,Juatuba,Região Sudeste,27392,,,,,,
313670,3136702,MG,Juiz de Fora,Região Sudeste,573285,,,,,,
313680,3136801,MG,Juramento,Região Sudeste,4345,,,,,,
313690,3136900,MG,Juruaia,Região Sudeste,10681,,,,,,
313695,3136959,MG,Juvenília,Região Sudeste,5715,,,,,,
313700,3137007,MG,Ladainha,Região Sudeste,18193,,,,,,
313710,3137106,MG,Lagamar,Região Sudeste,7600,,,,,,
313720,3137205,MG,Lagoa da Prata,Região Sudeste,52711,,,,,,
313730,3137304,MG,Lagoa Dos Patos,Região Sudeste,4082,,,,,,
313740,3137403,MG,Lagoa Dourada,Região Sudeste,13063,,,,,,
313750,3137502,MG,Lagoa Formosa,Região Sudeste,18111,,,,,,
313753,3137536,MG,Lagoa Grande,Região Sudeste,9608,,,,,,
313760,3137601,MG,Lagoa Santa,Região Sudeste,65657,,,,,,
313770,3137700,MG,Lajinha,Região Sudeste,19918,,,,,,
313780,3137809,MG,Lambari,Região Sudeste,20907,,,,,,
313790,3137908,MG,Lamim,Região Sudeste,3379,,,,,,
313800,3138005,MG,Laranjal,Região Sudeste,6833,,,,,,
313810,3138104,MG,Lassance,Região Sudeste,6503,,,,,,
313820,3138203,MG,Lavras,Região Sudeste,104783,,,,,,
313830,3138302,MG,Leandro Ferreira,Região Sudeste,3226,,,,,,
313835,3138351,MG,Leme do Prado,Região Sudeste,4920,,,,,,
313840,3138401,MG,Leopoldina,Região Sudeste,52640,,,,,,
313850,3138500,MG,Liberdade,Região Sudeste,5031,,,,,,
313860,3138609,MG,Lima Duarte,Região Sudeste,16724,,,,,,
313862,3138625,MG,Limeira do Oeste,Região Sudeste,7589,,,,,,
313865,3138658,MG,Lontra,Região Sudeste,9714,,,,,,
313867,3138674,MG,Luisburgo,Região Sudeste,6258,,,,,,
313868,3138682,MG,Luislândia,Região Sudeste,6718,,,,,,
313870,3138708,MG,Luminárias,Região Sudeste,5438,,,,,,
313880,3138807,MG,Luz,Região Sudeste,18257,,,,,,
313890,3138906,MG,Machacalis,Região Sudeste,7111,,,,,,
313900,3139003,MG,Machado,Região Sudeste,42413,,,,,,
313910,3139102,MG,Madre de Deus de Minas,Região Sudeste,5109,,,,,,
313920,3139201,MG,Malacacheta,Região Sudeste,18602,,,,,,
313925,3139250,MG,Mamonas,Região Sudeste,6554,,,,,,
313930,3139300,MG,Manga,Região Sudeste,18226,,,,,,
313940,3139409,MG,Manhuaçu,Região Sudeste,91169,,,,,,
313950,3139508,MG,Manhumirim,Região Sudeste,22802,,,,,,
313960,3139607,MG,Mantena,Região Sudeste,27647,,,,,,
313970,3139706,MG,Maravilhas,Região Sudeste,8046,,,,,,
313980,3139805,MG,Mar de Espanha,Região Sudeste,12901,,,,,,
313990,3139904,MG,Maria da fé,Região Sudeste,14056,,,,,,
314000,3140001,MG,Mariana,Região Sudeste,61288,,,,,,
314010,3140100,MG,Marilac,Região Sudeste,4097,,,,,,
314015,3140159,MG,Mário Campos,Região Sudeste,15619,,,,,,
314020,3140209,MG,Maripá de Minas,Região Sudeste,2987,,,,,,
314030,3140308,MG,Marliéria,Região Sudeste,4034,,,,,,
314040,3140407,MG,Marmelópolis,Região Sudeste,2728,,,,,,
314050,3140506,MG,Martinho Campos,Região Sudeste,13443,,,,,,
314053,3140530,MG,Martins Soares,Região Sudeste,8531,,,,,,
314055,3140555,MG,Mata Verde,Região Sudeste,8644,,,,,,
314060,3140605,MG,Materlândia,Região Sudeste,4436,,,,,,
314070,3140704,MG,Mateus Leme,Região Sudeste,31364,,,,,,
314080,3140803,MG,Matias Barbosa,Região Sudeste,14548,,,,,,
314085,3140852,MG,Matias Cardoso,Região Sudeste,11260,,,,,,
314090,3140902,MG,Matipó,Região Sudeste,19005,,,,,,
314100,3141009,MG,Mato Verde,Região Sudeste,12412,,,,,,
314110,3141108,MG,Matozinhos,Região Sudeste,38151,,,,,,
314120,3141207,MG,Matutina,Região Sudeste,3741,,,,,,
314130,3141306,MG,Medeiros,Região Sudeste,3832,,,,,,
314140,3141405,MG,Medina,Região Sudeste,20759,,,,,,
314150,3141504,MG,Mendes Pimentel,Região Sudeste,6446,,,,,,
314160,3141603,MG,Mercês,Região Sudeste,10758,,,,,,
314170,3141702,MG,Mesquita,Região Sudeste,5546,,,,,,
314180,3141801,MG,Minas Novas,Região Sudeste,31497,,,,,,
314190,3141900,MG,Minduri,Região Sudeste,3893,,,,,,
314200,3142007,MG,Mirabela,Região Sudeste,13620,,,,,,
314210,3142106,MG,Miradouro,Região Sudeste,10787,,,,,,
314220,3142205,MG,Miraí,Região Sudeste,15111,,,,,,
314225,3142254,MG,Miravânia,Região Sudeste,4914,,,,,,
314230,3142304,MG,Moeda,Região Sudeste,4934,,,,,,
314240,3142403,MG,Moema,Região Sudeste,7554,,,,,,
314250,3142502,MG,Monjolos,Região Sudeste,2202,,,,,,
314260,3142601,MG,Monsenhor Paulo,Região Sudeste,8727,,,,,,
314270,3142700,MG,Montalvânia,Região Sudeste,14747,,,,,,
314280,3142809,MG,Monte Alegre de Minas,Região Sudeste,21236,,,,,,
314290,3142908,MG,Monte Azul,Região Sudeste,20696,,,,,,
314300,3143005,MG,Monte Belo,Região Sudeste,13152,,,,,,
314310,3143104,MG,Monte Carmelo,Região Sudeste,47931,,,,,,
314315,3143153,MG,Monte Formoso,Região Sudeste,4923,,,,,,
314320,3143203,MG,Monte Santo de Minas,Região Sudeste,21513,,,,,,
314330,3143302,MG,Montes Claros,Região Sudeste,413487,,,,,,
314340,3143401,MG,Monte Sião,Região Sudeste,24029,,,,,,
314345,3143450,MG,Montezuma,Região Sudeste,8315,,,,,,
314350,3143500,MG,Morada Nova de Minas,Região Sudeste,8910,,,,,,
314360,3143609,MG,Morro da Garça,Região Sudeste,2437,,,,,,
314370,3143708,MG,Morro do Pilar,Região Sudeste,3153,,,,,,
314380,3143807,MG,Munhoz,Região Sudeste,5994,,,,,,
314390,3143906,MG,Muriaé,Região Sudeste,109392,,,,,,
314400,3144003,MG,Mutum,Região Sudeste,26961,,,,,,
314410,3144102,MG,Muzambinho,Região Sudeste,20545,,,,,,
314420,3144201,MG,Nacip Raydan,Região Sudeste,3220,,,,,,
314430,3144300,MG,Nanuque,Região Sudeste,40665,,,,,,
314435,3144359,MG,Naque,Região Sudeste,7051,,,,,,
314437,3144375,MG,Natalândia,Região Sudeste,3308,,,,,,
314440,3144409,MG,Natércia,Região Sudeste,4728,,,,,,
314450,3144508,MG,Nazareno,Região Sudeste,8660,,,,,,
314460,3144607,MG,Nepomuceno,Região Sudeste,26826,,,,,,
314465,3144656,MG,Ninheira,Região Sudeste,10326,,,,,,
314467,3144672,MG,Nova Belém,Região Sudeste,3128,,,,,,
314470,3144706,MG,Nova Era,Região Sudeste,17551,,,,,,
314480,3144805,MG,Nova Lima,Região Sudeste,96157,,,,,,
314490,3144904,MG,Nova Módica,Região Sudeste,3573,,,,,,
314500,3145000,MG,Nova Ponte,Região Sudeste,15800,,,,,,
314505,3145059,MG,Nova Porteirinha,Região Sudeste,7497,,,,,,
314510,3145109,MG,Nova Resende,Região Sudeste,16832,,,,,,
314520,3145208,MG,Nova Serrana,Região Sudeste,105520,,,,,,
314530,3145307,MG,Novo Cruzeiro,Região Sudeste,31335,,,,,,
314535,3145356,MG,Novo Oriente de Minas,Região Sudeste,10778,,,,,,
314537,3145372,MG,Novorizonte,Região Sudeste,5324,,,,,,
314540,3145406,MG,Olaria,Região Sudeste,1720,,,,,,
314545,3145455,MG,Olhos-d´água,Região Sudeste,6171,,,,,,
314550,3145505,MG,Olímpio Noronha,Região Sudeste,2809,,,,,,
314560,3145604,MG,Oliveira,Região Sudeste,41840,,,,,,
314570,3145703,MG,Oliveira Fortes,Região Sudeste,2130,,,,,,
314580,3145802,MG,Onça de Pitangui,Região Sudeste,3152,,,,,,
314585,3145851,MG,Oratórios,Região Sudeste,4663,,,,,,
314587,3145877,MG,Orizânia,Região Sudeste,8079,,,,,,
314590,3145901,MG,Ouro Branco,Região Sudeste,39867,,,,,,
314600,3146008,MG,Ouro Fino,Região Sudeste,33791,,,,,,
314610,3146107,MG,Ouro Preto,Região Sudeste,74558,,,,,,
314620,3146206,MG,Ouro Verde de Minas,Região Sudeste,5914,,,,,,
314625,3146255,MG,Padre Carvalho,Região Sudeste,6423,,,,,,
314630,3146305,MG,Padre Paraíso,Região Sudeste,20252,,,,,,
314640,3146404,MG,Paineiras,Região Sudeste,4462,,,,,,
314650,3146503,MG,Pains,Região Sudeste,8296,,,,,,
314655,3146552,MG,Pai Pedro,Região Sudeste,6094,,,,,,
314660,3146602,MG,Paiva,Região Sudeste,1523,,,,,,
314670,3146701,MG,Palma,Região Sudeste,6611,,,,,,
314675,3146750,MG,Palmópolis,Região Sudeste,5349,,,,,,
314690,3146909,MG,Papagaios,Região Sudeste,15800,,,,,,
314700,3147006,MG,Paracatu,Região Sudeste,93862,,,,,,
314710,3147105,MG,Pará de Minas,Região Sudeste,94808,,,,,,
314720,3147204,MG,Paraguaçu,Região Sudeste,21605,,,,,,
314730,3147303,MG,Paraisópolis,Região Sudeste,21221,,,,,,
314740,3147402,MG,Paraopeba,Região Sudeste,24700,,,,,,
314750,3147501,MG,Passabém,Região Sudeste,1633,,,,,,
314760,3147600,MG,Passa Quatro,Região Sudeste,16393,,,,,,
314770,3147709,MG,Passa Tempo,Região Sudeste,8057,,,,,,
314780,3147808,MG,Passa-vinte,Região Sudeste,2031,,,,,,
314790,3147907,MG,Passos,Região Sudeste,115337,,,,,,
314795,3147956,MG,Patis,Região Sudeste,6002,,,,,,
314800,3148004,MG,Patos de Minas,Região Sudeste,153585,,,,,,
314810,3148103,MG,Patrocínio,Região Sudeste,91449,,,,,,
314820,3148202,MG,Patrocínio do Muriaé,Região Sudeste,5715,,,,,,
314830,3148301,MG,Paula Cândido,Região Sudeste,9584,,,,,,
314840,3148400,MG,Paulistas,Região Sudeste,4812,,,,,,
314850,3148509,MG,Pavão,Região Sudeste,8419,,,,,,
314860,3148608,MG,Peçanha,Região Sudeste,17537,,,,,,
314870,3148707,MG,Pedra Azul,Região Sudeste,24329,,,,,,
314875,3148756,MG,Pedra Bonita,Região Sudeste,7128,,,,,,
314880,3148806,MG,Pedra do Anta,Região Sudeste,3005,,,,,,
314890,3148905,MG,Pedra do Indaiá,Região Sudeste,3974,,,,,,
314900,3149002,MG,Pedra Dourada,Região Sudeste,2532,,,,,,
314910,3149101,MG,Pedralva,Região Sudeste,11146,,,,,,
314915,3149150,MG,Pedras de Maria da Cruz,Região Sudeste,12212,,,,,,
314920,3149200,MG,Pedrinópolis,Região Sudeste,3643,,,,,,
314930,3149309,MG,Pedro Leopoldo,Região Sudeste,64712,,,,,,
314940,3149408,MG,Pedro Teixeira,Região Sudeste,1806,,,,,,
314950,3149507,MG,Pequeri,Região Sudeste,3330,,,,,,
314960,3149606,MG,Pequi,Região Sudeste,4432,,,,,,
314970,3149705,MG,Perdigão,Região Sudeste,11755,,,,,,
314980,3149804,MG,Perdizes,Região Sudeste,16321,,,,,,
314990,3149903,MG,Perdões,Região Sudeste,21485,,,,,,
314995,3149952,MG,Periquito,Região Sudeste,6773,,,,,,
315000,3150000,MG,Pescador,Região Sudeste,4256,,,,,,
315010,3150109,MG,Piau,Região Sudeste,2733,,,,,,
315015,3150158,MG,Piedade de Caratinga,Região Sudeste,8702,,,,,,
315020,3150208,MG,Piedade de Ponte Nova,Região Sudeste,4140,,,,,,
315030,3150307,MG,Piedade do Rio Grande,Região Sudeste,4466,,,,,,
315040,3150406,MG,Piedade Dos Gerais,Região Sudeste,5009,,,,,,
315050,3150505,MG,Pimenta,Região Sudeste,8688,,,,,,
315053,3150539,MG,Pingo-d´água,Região Sudeste,4986,,,,,,
315057,3150570,MG,Pintópolis,Região Sudeste,7524,,,,,,
315060,3150604,MG,Piracema,Região Sudeste,6398,,,,,,
315070,3150703,MG,Pirajuba,Região Sudeste,6348,,,,,,
315080,3150802,MG,Piranga,Região Sudeste,17634,,,,,,
315090,3150901,MG,Piranguçu,Região Sudeste,5488,,,,,,
315100,3151008,MG,Piranguinho,Região Sudeste,8640,,,,,,
315110,3151107,MG,Pirapetinga,Região Sudeste,10772,,,,,,
315120,3151206,MG,Pirapora,Região Sudeste,56640,,,,,,
315130,3151305,MG,Piraúba,Região Sudeste,10759,,,,,,
315140,3151404,MG,Pitangui,Região Sudeste,28215,,,,,,
315150,3151503,MG,Piumhi,Região Sudeste,34918,,,,,,
315160,3151602,MG,Planura,Região Sudeste,12292,,,,,,
315170,3151701,MG,Poço Fundo,Região Sudeste,16846,,,,,,
315180,3151800,MG,Poços de Caldas,Região Sudeste,168641,,,,,,
315190,3151909,MG,Pocrane,Região Sudeste,8359,,,,,,
315200,3152006,MG,Pompéu,Região Sudeste,32035,,,,,,
315210,3152105,MG,Ponte Nova,Região Sudeste,59875,,,,,,
315213,3152131,MG,Ponto Chique,Região Sudeste,4283,,,,,,
315217,3152170,MG,Ponto Dos Volantes,Região Sudeste,12179,,,,,,
315220,3152204,MG,Porteirinha,Região Sudeste,37864,,,,,,
315230,3152303,MG,Porto Firme,Região Sudeste,11348,,,,,,
315240,3152402,MG,Poté,Região Sudeste,16616,,,,,,
315250,3152501,MG,Pouso Alegre,Região Sudeste,152549,,,,,,
315260,3152600,MG,Pouso Alto,Região Sudeste,5900,,,,,,
315270,3152709,MG,Prados,Região Sudeste,9080,,,,,,
315280,3152808,MG,Prata,Região Sudeste,28017,,,,,,
315290,3152907,MG,Pratápolis,Região Sudeste,8566,,,,,,
315300,3153004,MG,Pratinha,Região Sudeste,3631,,,,,,
315310,3153103,MG,Presidente Bernardes,Região Sudeste,5341,,,,,,
315320,3153202,MG,Presidente Juscelino,Região Sudeste,3606,,,,,,
315330,3153301,MG,Presidente Kubitschek,Região Sudeste,3001,,,,,,
315340,3153400,MG,Presidente Olegário,Região Sudeste,19627,,,,,,
315350,3153509,MG,Alto Jequitibá,Região Sudeste,8301,,,,,,
315360,3153608,MG,Prudente de Morais,Região Sudeste,10834,,,,,,
315370,3153707,MG,Quartel Geral,Região Sudeste,3584,,,,,,
315380,3153806,MG,Queluzito,Região Sudeste,1943,,,,,,
315390,3153905,MG,Raposos,Região Sudeste,16429,,,,,,
315400,3154002,MG,Raul Soares,Região Sudeste,23711,,,,,,
315410,3154101,MG,Recreio,Região Sudeste,10520,,,,,,
315415,3154150,MG,Reduto,Região Sudeste,7201,,,,,,
315420,3154200,MG,Resende Costa,Região Sudeste,11540,,,,,,
315430,3154309,MG,Resplendor,Região Sudeste,17396,,,,,,
315440,3154408,MG,Ressaquinha,Região Sudeste,4817,,,,,,
315445,3154457,MG,Riachinho,Região Sudeste,8134,,,,,,
315450,3154507,MG,Riacho Dos Machados,Região Sudeste,9476,,,,,,
315460,3154606,MG,Ribeirão Das Neves,Região Sudeste,338197,,,,,,
315470,3154705,MG,Ribeirão Vermelho,Região Sudeste,4047,,,,,,
315480,3154804,MG,Rio Acima,Região Sudeste,10420,,,,,,
315490,3154903,MG,Rio Casca,Região Sudeste,13473,,,,,,
315500,3155009,MG,Rio Doce,Região Sudeste,2620,,,,,,
315510,3155108,MG,Rio do Prado,Região Sudeste,5133,,,,,,
315520,3155207,MG,Rio Espera,Região Sudeste,5402,,,,,,
315530,3155306,MG,Rio Manso,Região Sudeste,5879,,,,,,
315540,3155405,MG,Rio Novo,Região Sudeste,8957,,,,,,
315550,3155504,MG,Rio Paranaíba,Região Sudeste,12335,,,,,,
315560,3155603,MG,Rio Pardo de Minas,Região Sudeste,31045,,,,,,
315570,3155702,MG,Rio Piracicaba,Região Sudeste,14332,,,,,,
315580,3155801,MG,Rio Pomba,Região Sudeste,17959,,,,,,
315590,3155900,MG,Rio Preto,Região Sudeste,5485,,,,,,
315600,3156007,MG,Rio Vermelho,Região Sudeste,12739,,,,,,
315610,3156106,MG,Ritápolis,Região Sudeste,4562,,,,,,
315620,3156205,MG,Rochedo de Minas,Região Sudeste,2320,,,,,,
315630,3156304,MG,Rodeiro,Região Sudeste,8224,,,,,,
315640,3156403,MG,Romaria,Região Sudeste,3520,,,,,,
315645,3156452,MG,Rosário da Limeira,Região Sudeste,4622,,,,,,
315650,3156502,MG,Rubelita,Região Sudeste,5798,,,,,,
315660,3156601,MG,Rubim,Região Sudeste,10256,,,,,,
315670,3156700,MG,Sabará,Região Sudeste,137125,,,,,,
315680,3156809,MG,Sabinópolis,Região Sudeste,15416,,,,,,
315690,3156908,MG,Sacramento,Região Sudeste,26374,,,,,,
315700,3157005,MG,Salinas,Região Sudeste,41699,,,,,,
315710,3157104,MG,Salto da Divisa,Região Sudeste,7012,,,,,,
315720,3157203,MG,Santa Bárbara,Região Sudeste,31604,,,,,,
315725,3157252,MG,Santa Bárbara do Leste,Região Sudeste,8181,,,,,,
315727,3157278,MG,Santa Bárbara do Monte Verde,Região Sudeste,3182,,,,,,
315730,3157302,MG,Santa Bárbara do Tugúrio,Região Sudeste,4407,,,,,,
315733,3157336,MG,Santa Cruz de Minas,Região Sudeste,8664,,,,,,
315737,3157377,MG,Santa Cruz de Salinas,Região Sudeste,4107,,,,,,
315740,3157401,MG,Santa Cruz do Escalvado,Região Sudeste,4725,,,,,,
315750,3157500,MG,Santa Efigênia de Minas,Região Sudeste,4381,,,,,,
315760,3157609,MG,Santa fé de Minas,Região Sudeste,3826,,,,,,
315765,3157658,MG,Santa Helena de Minas,Região Sudeste,6386,,,,,,
315770,3157708,MG,Santa Juliana,Região Sudeste,14255,,,,,,
315780,3157807,MG,Santa Luzia,Região Sudeste,220444,,,,,,
315790,3157906,MG,Santa Margarida,Região Sudeste,16302,,,,,,
315800,3158003,MG,Santa Maria de Itabira,Região Sudeste,10857,,,,,,
315810,3158102,MG,Santa Maria do Salto,Região Sudeste,5217,,,,,,
315820,3158201,MG,Santa Maria do Suaçuí,Região Sudeste,14611,,,,,,
315830,3158300,MG,Santana da Vargem,Região Sudeste,7073,,,,,,
315840,3158409,MG,Santana de Cataguases,Região Sudeste,3891,,,,,,
315850,3158508,MG,Santana de Pirapama,Região Sudeste,7589,,,,,,
315860,3158607,MG,Santana do Deserto,Região Sudeste,3981,,,,,,
315870,3158706,MG,Santana do Garambéu,Região Sudeste,2476,,,,,,
315880,3158805,MG,Santana do Jacaré,Região Sudeste,4834,,,,,,
315890,3158904,MG,Santana do Manhuaçu,Região Sudeste,8667,,,,,,
315895,3158953,MG,Santana do Paraíso,Região Sudeste,35369,,,,,,
315900,3159001,MG,Santana do Riacho,Região Sudeste,4315,,,,,,
315910,3159100,MG,Santana Dos Montes,Região Sudeste,3765,,,,,,
315920,3159209,MG,Santa Rita de Caldas,Região Sudeste,8924,,,,,,
315930,3159308,MG,Santa Rita de Jacutinga,Região Sudeste,4863,,,,,,
315935,3159357,MG,Santa Rita de Minas,Região Sudeste,7268,,,,,,
315940,3159407,MG,Santa Rita de Ibitipoca,Região Sudeste,3402,,,,,,
315950,3159506,MG,Santa Rita do Itueto,Região Sudeste,5457,,,,,,
315960,3159605,MG,Santa Rita do Sapucaí,Região Sudeste,43753,,,,,,
315970,3159704,MG,Santa Rosa da Serra,Região Sudeste,3357,,,,,,
315980,3159803,MG,Santa Vitória,Região Sudeste,19872,,,,,,
315990,3159902,MG,Santo Antônio do Amparo,Região Sudeste,18613,,,,,,
316000,3160009,MG,Santo Antônio do Aventureiro,Região Sudeste,3602,,,,,,
316010,3160108,MG,Santo Antônio do Grama,Região Sudeste,3886,,,,,,
316020,3160207,MG,Santo Antônio do Itambé,Região Sudeste,3799,,,,,,
316030,3160306,MG,Santo Antônio do Jacinto,Região Sudeste,11604,,,,,,
316040,3160405,MG,Santo Antônio do Monte,Região Sudeste,28427,,,,,,
316045,3160454,MG,Santo Antônio do Retiro,Região Sudeste,7297,,,,,,
316050,3160504,MG,Santo Antônio do Rio Abaixo,Região Sudeste,1760,,,,,,
316060,3160603,MG,Santo Hipólito,Região Sudeste,3065,,,,,,
316070,3160702,MG,Santos Dumont,Região Sudeste,46421,,,,,,
316080,3160801,MG,São Bento Abade,Região Sudeste,5349,,,,,,
316090,3160900,MG,São Brás do Suaçuí,Região Sudeste,3754,,,,,,
316095,3160959,MG,São Domingos Das Dores,Região Sudeste,5658,,,,,,
316100,3161007,MG,São Domingos do Prata,Região Sudeste,17327,,,,,,
316105,3161056,MG,São Félix de Minas,Região Sudeste,3362,,,,,,
316110,3161106,MG,São Francisco,Região Sudeste,56477,,,,,,
316120,3161205,MG,São Francisco de Paula,Região Sudeste,6520,,,,,,
316130,3161304,MG,São Francisco de Sales,Região Sudeste,6274,,,,,,
316140,3161403,MG,São Francisco do Glória,Região Sudeste,4800,,,,,,
316150,3161502,MG,São Geraldo,Região Sudeste,12562,,,,,,
316160,3161601,MG,São Geraldo da Piedade,Região Sudeste,3910,,,,,,
316165,3161650,MG,São Geraldo do Baixio,Região Sudeste,4059,,,,,,
316170,3161700,MG,São Gonçalo do Abaeté,Região Sudeste,8459,,,,,,
316180,3161809,MG,São Gonçalo do Pará,Região Sudeste,12597,,,,,,
316190,3161908,MG,São Gonçalo do Rio Abaixo,Região Sudeste,11019,,,,,,
316200,3162005,MG,São Gonçalo do Sapucaí,Região Sudeste,25561,,,,,,
316210,3162104,MG,São Gotardo,Região Sudeste,35782,,,,,,
316220,3162203,MG,São João Batista do Glória,Região Sudeste,7498,,,,,,
316225,3162252,MG,São João da Lagoa,Região Sudeste,4932,,,,,,
316230,3162302,MG,São João da Mata,Região Sudeste,2746,,,,,,
316240,3162401,MG,São João da Ponte,Região Sudeste,25098,,,,,,
316245,3162450,MG,São João Das Missões,Região Sudeste,13125,,,,,,
316250,3162500,MG,São João Del Rei,Região Sudeste,90497,,,,,,
316255,3162559,MG,São João do Manhuaçu,Região Sudeste,11674,,,,,,
316257,3162575,MG,São João do Manteninha,Região Sudeste,5918,,,,,,
316260,3162609,MG,São João do Oriente,Região Sudeste,7444,,,,,,
316265,3162658,MG,São João do Pacuí,Região Sudeste,4448,,,,,,
316270,3162708,MG,São João do Paraíso,Região Sudeste,23709,,,,,,
316280,3162807,MG,São João Evangelista,Região Sudeste,15767,,,,,,
316290,3162906,MG,São João Nepomuceno,Região Sudeste,26447,,,,,,
316292,3162922,MG,São Joaquim de Bicas,Região Sudeste,32148,,,,,,
316294,3162948,MG,São José da Barra,Região Sudeste,7480,,,,,,
316295,3162955,MG,São José da Lapa,Região Sudeste,24135,,,,,,
316300,3163003,MG,São José da Safira,Região Sudeste,4280,,,,,,
316310,3163102,MG,São José da Varginha,Região Sudeste,5079,,,,,,
316320,3163201,MG,São José do Alegre,Região Sudeste,4210,,,,,,
316330,3163300,MG,São José do Divino,Região Sudeste,3856,,,,,,
316340,3163409,MG,São José do Goiabal,Região Sudeste,5387,,,,,,
316350,3163508,MG,São José do Jacuri,Região Sudeste,6431,,,,,,
316360,3163607,MG,São José do Mantimento,Região Sudeste,2806,,,,,,
316370,3163706,MG,São Lourenço,Região Sudeste,46202,,,,,,
316380,3163805,MG,São Miguel do Anta,Região Sudeste,6944,,,,,,
316390,3163904,MG,São Pedro da União,Região Sudeste,4610,,,,,,
316400,3164001,MG,São Pedro Dos Ferros,Região Sudeste,7706,,,,,,
316410,3164100,MG,São Pedro do Suaçuí,Região Sudeste,5202,,,,,,
316420,3164209,MG,São Romão,Região Sudeste,12529,,,,,,
316430,3164308,MG,São Roque de Minas,Região Sudeste,7076,,,,,,
316440,3164407,MG,São Sebastião da Bela Vista,Região Sudeste,5552,,,,,,
316443,3164431,MG,São Sebastião da Vargem Alegre,Região Sudeste,3024,,,,,,
316447,3164472,MG,São Sebastião do Anta,Região Sudeste,6627,,,,,,
316450,3164506,MG,São Sebastião do Maranhão,Região Sudeste,9963,,,,,,
316460,3164605,MG,São Sebastião do Oeste,Região Sudeste,6863,,,,,,
316470,3164704,MG,São Sebastião do Paraíso,Região Sudeste,71445,,,,,,
316480,3164803,MG,São Sebastião do Rio Preto,Região Sudeste,1492,,,,,,
316490,3164902,MG,São Sebastião do Rio Verde,Região Sudeste,2250,,,,,,
316500,3165008,MG,São Tiago,Região Sudeste,10960,,,,,,
316510,3165107,MG,São Tomás de Aquino,Região Sudeste,7000,,,,,,
316520,3165206,MG,São Thomé Das Letras,Região Sudeste,7120,,,,,,
316530,3165305,MG,São Vicente de Minas,Região Sudeste,7815,,,,,,
316540,3165404,MG,Sapucaí-mirim,Região Sudeste,6989,,,,,,
316550,3165503,MG,Sardoá,Região Sudeste,6361,,,,,,
316553,3165537,MG,Sarzedo,Região Sudeste,33413,,,,,,
316555,3165552,MG,Setubinha,Região Sudeste,12378,,,,,,
